obs_file,theta_true,theta_est,theta_soft,theta_para,error_deg,error_soft_deg,error_para_deg,best_cosine,topk,alpha,stride,roi_mode,roi_frac,whiten,parabola_require_peak
true_counts_map_angle_011.csv,11,0,4.065146071515282,0.0,-11.0,-6.934853928484718,-11.0,0.9369569238382042,3,20.0,45,mean,0.2,False,True
true_counts_map_angle_037.csv,37,45,51.108395424311425,56.57661296864547,8.0,14.108395424311425,19.57661296864547,0.9574545752946091,3,20.0,45,mean,0.2,False,True
true_counts_map_angle_074.csv,74,90,69.61995226237465,68.40502146628269,16.0,-4.380047737625347,-5.59497853371731,0.9414968474477626,3,20.0,45,mean,0.2,False,True
true_counts_map_angle_121.csv,121,135,116.64157126549301,121.36762290367467,14.0,-4.358428734506987,0.3676229036746719,0.8994725220645139,3,20.0,45,mean,0.2,False,True
true_counts_map_angle_169.csv,169,180,179.8958722447112,180.0,11.0,10.8958722447112,11.0,0.9505421494793365,3,20.0,45,mean,0.2,False,True
