obs_file,theta_true,theta_est,theta_soft,theta_para,error_deg,error_soft_deg,error_para_deg,best_cosine,topk,alpha,stride,roi_mode,roi_frac,whiten,parabola_require_peak
true_counts_map_angle_011.csv,11,0,5.666670566563607,0.0,-11.0,-5.333329433436393,-11.0,0.9369569238382042,3,20.0,40,mean,0.2,False,True
true_counts_map_angle_037.csv,37,40,48.3192156630625,52.59565162580908,3.0,11.3192156630625,15.595651625809083,0.9636007694254861,3,20.0,40,mean,0.2,False,True
true_counts_map_angle_074.csv,74,80,67.48585335485244,64.41627746629484,6.0,-6.514146645147562,-9.583722533705156,0.9648063497484992,3,20.0,40,mean,0.2,False,True
true_counts_map_angle_121.csv,121,120,116.48489664937192,116.21920913722663,-1.0,-4.515103350628081,-4.780790862773372,0.9776730429294698,3,20.0,40,mean,0.2,False,True
true_counts_map_angle_169.csv,169,160,159.99569497638947,160.0,-9.0,-9.004305023610527,-9.0,0.9530351508728191,3,20.0,40,mean,0.2,False,True
