obs_file,theta_true,theta_est,theta_soft,theta_para,error_deg,error_soft_deg,error_para_deg,best_cosine,topk,alpha,stride,roi_mode,roi_frac,whiten,parabola_require_peak
true_counts_map_angle_011.csv,11,10,10.182647313827811,10.52844355259134,-1.0,-0.8173526861721889,-0.4715564474086609,0.9712383586483697,3,20.0,5,mean,0.2,False,True
true_counts_map_angle_037.csv,37,35,35.14311732462522,36.0021357295306,-2.0,-1.8568826753747771,-0.9978642704693996,0.9669364734471094,3,20.0,5,mean,0.2,False,True
true_counts_map_angle_074.csv,74,70,74.90839062172977,72.22651141742024,-4.0,0.9083906217297653,-1.773488582579759,0.9675748530553445,3,20.0,5,mean,0.2,False,True
true_counts_map_angle_121.csv,121,120,120.1972592999136,120.99035169111654,-1.0,-0.8027407000864031,-0.009648308883456025,0.9776730429294698,3,20.0,5,mean,0.2,False,True
true_counts_map_angle_169.csv,169,170,169.75837641133927,167.88284019497294,1.0,0.7583764113392704,-1.1171598050270575,0.9741696787738485,3,20.0,5,mean,0.2,False,True
